DATA,CE_SECO,CMO_SECO,EA_SECO,GE_SECO,DM_SECO,PLD_SECO,MPI_SECO_50,MPC_SECO,LPI_SECO_50,LPC_SECO,
1/7/2012,"34,894.20",31.47,137678.00,"37,607.73","42,118.64",46.71,89.82,58.32,121.38,90.75,
1/14/2012,"36,101.74",8.2,145115.00,"38,600.76","43,049.16",29.28,78.33,43.38,123.25,89.38,
1/21/2012,"36,780.35",9.5,150465.00,"39,183.83","44,018.36",12.2,70.67,33.64,128.38,88.38,
1/28/2012,"36,266.31",12.91,153595.00,"38,921.75","44,896.02",12.2,65.00,32.53,123.63,87.63,
2/4/2012,"39,173.61",38.81,153962.00,"40,420.75","47,404.00",15.62,66.17,37.21,117.75,87.13,
2/11/2012,"37,700.82",58.02,157037.00,"39,287.78","44,438.66",36.88,77.83,50.72,116.63,86.63,
2/18/2012,"35,688.13",64.98,159190.00,"35,615.55","45,362.73",55.13,94.67,66.48,116.88,87.00,
2/25/2012,"39,449.33",72.01,160091.00,"39,388.36","47,463.32",62.77,101.33,73.16,118.25,88.00,
3/3/2012,"39,092.50",101.77,158496.00,"38,819.14","46,364.05",67.55,110.83,80.80,126.13,94.13,
3/10/2012,"38,525.21",140.75,156975.00,"39,016.66","45,963.13",97.15,150.00,117.84,137.13,103.50,
3/17/2012,"37,497.53",147.23,157030.00,"38,252.86","46,132.01",137.24,171.83,144.07,139.25,106.50,
3/24/2012,"37,872.36",138.89,156985.00,"38,877.14","45,799.42",140.63,177.33,149.27,139.13,106.88,
3/31/2012,"36,621.89",191.57,156566.00,"39,127.30","44,978.03",132.55,173.59,142.76,136.50,108.25,
4/7/2012,"37,432.71",197.54,155338.00,"40,135.89","45,109.81",185.65,211.47,180.97,136.63,106.38,
4/14/2012,"37,226.54",207.66,153297.00,"40,574.84","44,664.88",192.04,246.00,216.00,135.38,105.13,
4/21/2012,"36,125.11",196.48,151869.00,"39,759.08","44,906.27",202.08,249.05,220.08,136.50,104.94,
4/28/2012,"33,828.84",191.6,152507.00,"37,407.89","43,437.88",191.6,240.62,209.68,135.25,104.13,
5/5/2012,"34,712.60",180.29,151005.00,"38,921.18","43,332.76",189.07,227.50,193.92,133.25,103.13,
5/12/2012,"34,362.09",172.55,149332.00,"39,583.74","43,417.61",179.96,217.07,182.02,132.13,100.88,
5/19/2012,"33,606.22",191.86,147017.00,"39,827.64","43,231.96",170.51,206.95,179.00,131.38,99.75,
5/26/2012,"34,451.51",178.29,144508.00,"40,050.96","43,816.25",190.84,221.10,189.50,133.00,102.00,
6/2/2012,"31,767.45",146.82,144324.00,"36,442.90","43,548.15",177.28,217.21,175.99,136.25,104.12,
6/9/2012,"31,668.49",148.47,144366.00,"35,367.67","42,414.87",146.75,194.61,155.20,134.13,101.45,
6/16/2012,"32,928.81",102.62,144646.00,"35,034.17","43,979.21",147.83,176.80,139.05,132.38,98.38,
6/23/2012,"33,210.21",77.38,145185.00,"34,976.72","43,588.16",102.87,150.73,116.67,130.90,94.85,
6/30/2012,"33,300.53",56.58,142775.00,"35,860.85","43,106.66",76.95,128.76,94.02,129.15,94.39,
7/7/2012,"32,343.47",95.52,140442.00,"35,561.14","42,853.79",56.3,114.33,80.06,126.58,92.48,
7/14/2012,"31,890.13",107.04,138122.00,"35,732.54","42,054.52",95,132.00,95.33,125.82,93.40,
7/21/2012,"32,548.18",104.41,135411.00,"36,167.02","43,424.04",106.43,138.89,106.00,129.36,94.11,
7/28/2012,"34,822.96",89.22,132304.00,"34,916.82","43,150.87",103.86,141.63,105.55,128.42,92.45,
8/4/2012,"34,703.07",107.61,128829.00,"34,868.95","43,178.93",88.35,137.19,103.32,127.39,93.27,
8/11/2012,"34,927.28",117.48,124511.00,"36,442.37","43,299.43",106.59,140.20,109.00,128.88,94.67,
8/18/2012,"34,906.90",129.94,119898.00,"37,585.10","43,454.61",116.3,142.15,108.37,129.49,94.71,
8/25/2012,"34,588.60",138.81,115108.00,"37,943.39","43,081.31",128.76,157.79,125.00,130.48,93.57,
9/1/2012,"34,606.48",175.66,110476.00,"37,612.78","43,388.89",137.76,162.77,132.23,130.72,94.64,
9/8/2012,"36,566.85",182.23,105618.00,"38,115.96","44,392.44",173.95,159.44,125.96,131.72,100.02,
9/15/2012,"37,545.98",190.65,100648.00,"38,583.70","45,631.74",181.4,166.95,135.97,132.18,102.15,
9/22/2012,"34,687.03",188.5,97024.00,"38,468.68","43,499.27",190.19,166.34,132.03,131.01,101.02,
9/29/2012,"36,189.37",178.99,91886.00,"39,454.22","44,675.72",187.45,159.17,127.60,129.58,102.70,
10/6/2012,"36,541.55",242.37,86848.00,"39,179.92","44,853.87",180.51,151.40,118.57,133.14,101.98,
10/13/2012,"35,316.36",322.02,82228.00,"39,703.80","43,341.95",243.09,172.81,146.26,129.53,102.32,
10/20/2012,"37,020.93",289.93,77235.00,"40,901.17","45,079.99",322.49,221.18,192.10,135.74,107.56,
10/27/2012,"37,593.72",362.35,72962.00,"40,262.08","47,423.74",288.17,236.97,206.35,135.56,107.44,
11/3/2012,"35,277.14",431.73,69665.00,"39,803.58","42,651.80",361.89,292.97,269.06,139.23,112.48,
11/10/2012,"33,877.60",453.85,68693.00,"39,250.36","42,501.09",429.01,235.81,209.80,141.93,112.24,
11/17/2012,"33,965.00",317.93,66266.00,"40,129.25","43,143.10",451.82,237.39,211.55,136.96,112.72,
11/24/2012,"35,578.27",312.87,63831.00,"41,586.66","43,417.40",315.12,227.11,200.67,135.59,111.02,
12/1/2012,"37,495.75",200.26,61437.00,"41,538.93","47,138.30",310.18,217.07,189.30,134.98,111.11,
12/8/2012,"38,872.50",265.89,58945.00,"41,738.63","46,524.80",203.27,181.62,153.84,131.09,111.15,
12/15/2012,"37,842.85",181.9,59038.00,"40,491.03","45,170.08",271.65,194.00,165.21,134.88,108.58,
12/22/2012,"35,457.14",341.61,57980.00,"37,638.73","43,355.60",184.86,201.96,171.83,134.90,109.31,
12/29/2012,"33,179.81",341.01,57585.00,"35,171.10","41,638.56",343.4,237.26,210.70,136.54,112.47,
1/5/2013,"36,117.27",554.95,57951.00,"35,683.49","46,872.90",341.66,298.25,276.55,137.14,115.09,
1/12/2013,"33,654.21",336.29,65125.00,"34,179.51","42,984.78",554.82,294.66,264.96,143.41,118.17,
1/19/2013,"34,486.76",477.81,69741.00,"35,265.91","44,362.54",339.83,307.05,274.01,144.43,113.98,
1/26/2013,"34,808.90",304.56,75922.00,"35,590.06","44,188.45",479.82,294.64,262.41,143.58,116.04,
2/2/2013,"35,508.24",172.95,82110.00,"36,021.19","43,157.61",307.52,275.75,250.19,143.66,115.17,
2/9/2013,"35,107.54",155.02,87108.00,"36,439.04","47,712.45",174.99,220.42,191.76,136.54,111.81,
2/16/2013,"38,696.48",214.41,89751.00,"37,526.39","48,549.12",156.62,215.69,191.53,132.91,111.34,
2/23/2013,"37,630.83",309.16,91880.00,"36,067.49","48,076.16",214.62,231.22,205.12,135.18,110.38,
3/2/2013,"37,832.34",368.56,94045.00,"36,417.13","48,099.36",312.59,280.23,248.11,140.19,115.03,
3/9/2013,"38,231.11",336.12,96524.00,"37,143.14","47,962.31",373.9,339.55,307.12,143.01,116.39,
3/16/2013,"35,601.32",336.01,100907.00,"33,903.45","44,459.69",341.98,360.19,326.00,144.02,118.36,
3/23/2013,"34,580.22",314.85,106941.00,"33,003.18","44,816.03",338.89,354.50,325.19,146.41,121.82,
3/30/2013,"35,061.02",296.48,111729.00,"33,582.44","44,874.50",319.56,368.21,336.36,147.82,122.81,
4/6/2013,"35,478.89",187.28,117573.00,"34,943.88","44,732.50",299.64,371.33,341.00,150.54,126.78,
4/13/2013,"33,951.43",149.67,122478.00,"34,215.29","43,248.69",189.11,357.76,321.29,150.63,124.91,
4/20/2013,"33,254.11",126.89,124851.00,"32,513.40","43,650.79",150.3,307.33,269.70,152.09,124.16,
4/27/2013,"33,242.96",273.94,125809.00,"32,470.20","44,437.70",128.33,295.98,257.95,150.83,123.93,
5/4/2013,"33,236.40",337.12,125648.00,"32,951.74","43,857.11",277.68,323.85,287.70,153.17,125.32,
5/11/2013,"33,609.92",352.14,124817.00,"33,377.07","44,713.99",349.42,373.15,333.77,154.55,128.00,
5/18/2013,"32,951.56",351.45,124408.00,"32,621.67","43,498.26",356.57,377.02,340.84,158.51,129.65,
5/25/2013,"31,959.16",352.07,125900.00,"32,042.97","43,804.49",354.32,375.58,341.96,158.03,128.44,
6/1/2013,"32,556.93",320.94,128021.00,"34,084.67","43,052.58",356.02,378.18,341.18,158.82,129.01,
6/8/2013,"33,048.39",175.52,128127.00,"35,166.64","43,264.66",323.54,345.29,310.01,157.41,129.18,
6/15/2013,"33,418.00",187.86,127480.00,"35,534.63","44,703.28",180.62,318.20,288.79,157.43,127.55,
6/22/2013,"33,547.86",160.84,127734.00,"33,501.82","45,610.00",192.06,286.33,252.26,156.88,126.83,
6/29/2013,"33,020.84",94.83,127734.00,"32,167.70","43,407.54",166.07,244.09,212.52,155.46,126.05,
7/6/2013,"32,076.32",103.04,126738.00,"33,452.32","42,686.19",97.15,200.59,172.70,154.30,124.82,
7/13/2013,"33,489.42",118.14,124912.00,"35,006.06","43,720.49",106.35,216.16,187.79,153.59,125.86,
7/20/2013,"33,310.10",123.12,122850.00,"35,294.42","43,644.96",123.73,219.72,192.61,154.55,125.58,
7/27/2013,"32,658.28",148.05,121493.00,"34,452.28","44,033.19",128.18,212.21,184.04,155.25,125.75,
8/3/2013,"34,240.83",159.1,119265.00,"34,857.02","44,950.94",153.04,224.32,196.20,155.43,126.26,
8/10/2013,"33,847.08",141.48,116919.00,"33,980.24","44,718.02",165.67,250.36,220.03,157.06,127.70,
8/17/2013,"33,876.69",166.32,114190.00,"33,580.32","44,429.87",147.27,256.71,228.07,157.92,128.24,
8/24/2013,"33,836.25",152.48,110984.00,"33,346.65","43,918.45",172.59,264.82,238.40,159.06,129.29,
8/31/2013,"34,325.10",258.02,107862.00,"33,090.59","44,540.32",157.3,263.89,238.75,159.24,128.91,
9/7/2013,"34,151.73",266.54,104494.00,"34,116.74","44,696.90",258.13,261.38,236.71,148.97,120.08,
9/14/2013,"36,045.43",272,101118.00,"34,860.18","45,581.04",270.23,259.03,234.39,148.93,118.88,
9/21/2013,"35,191.28",258.61,98620.00,"33,746.31","45,048.74",274.92,259.31,235.06,147.44,118.88,
9/28/2013,"35,472.17",260.7,96947.00,"33,679.41","45,879.73",260.92,255.29,231.71,147.08,118.99,
10/5/2013,"33,944.43",240.07,96473.00,"33,266.01","44,470.52",265.42,254.14,229.48,147.23,118.48,
10/12/2013,"35,035.47",243.29,94546.00,"35,320.19","45,175.02",242,228.57,199.49,148.04,118.89,
10/19/2013,"36,360.39",243.3,92696.00,"36,009.79","46,784.18",247.56,228.73,201.51,147.51,118.80,
10/26/2013,"35,287.65",307.03,90031.00,"34,355.33","43,163.48",249.21,232.17,205.08,147.34,119.02,
11/2/2013,"34,346.61",315.33,88221.00,"34,702.84","43,640.91",309.23,268.11,241.67,148.41,119.89,
11/9/2013,"35,877.06",314.74,86236.00,"36,582.61","47,836.93",316.38,243.09,214.60,149.09,120.27,
11/16/2013,"35,995.07",333.1,83722.00,"37,025.70","47,511.46",317.87,260.07,225.45,149.59,120.74,
11/23/2013,"35,414.26",356.96,83441.00,"37,742.12","46,522.20",336.58,296.01,260.14,150.87,122.22,
11/30/2013,"32,695.21",303.41,84016.00,"34,922.18","48,941.29",359.46,310.53,273.90,151.38,122.54,
12/7/2013,"36,588.07",271.14,83919.00,"38,993.94","46,420.74",309.62,262.75,227.01,151.48,122.54,
12/14/2013,"35,673.70",303.94,84381.00,"37,906.28","43,522.57",276.99,253.12,216.04,151.01,122.33,
12/21/2013,"32,283.45",290.77,85992.00,"35,623.15","42,112.59",308.1,257.95,220.75,151.67,122.48,
12/28/2013,"34,664.59",247.01,86243.00,"35,831.80","44,475.45",294.31,250.71,216.24,151.39,122.36,
1/4/2014,"38,774.80",280.81,84686.00,"37,444.41","48,421.12",249.92,252.25,216.40,150.48,122.21,
1/11/2014,"38,996.30",386.82,83281.00,"36,335.43","48,849.23",284.27,239.22,208.21,152.76,123.69,
1/18/2014,"38,536.99",407.54,82511.00,"36,068.40","49,138.20",388.98,273.98,240.98,154.88,126.19,
1/25/2014,"40,331.18",481,80592.00,"37,920.99","50,014.40",410.2,287.96,256.99,157.23,128.35,
2/1/2014,"41,464.15","1,065.74",76612.00,"40,080.59","51,260.54",484.43,382.48,354.08,161.14,132.46,
2/8/2014,"41,247.35","1,691.39",71712.00,"40,423.45","50,963.26",822.83,416.38,389.48,164.15,135.83,
2/15/2014,"37,780.99","1,777.54",70680.00,"37,259.63","47,781.09",822.83,468.69,445.93,164.36,137.15,
2/22/2014,"39,187.63","1,685.28",69678.00,"38,055.57","49,812.27",822.83,488.62,467.21,166.54,138.89,
3/1/2014,"35,771.10","1,364.25",70011.00,"34,715.48","46,545.50",822.83,573.64,548.68,167.93,141.29,
3/8/2014,"38,167.19","1,098.92",71733.00,"36,308.57","48,913.39",822.83,490.88,469.14,168.81,142.90,
3/15/2014,"40,191.85","1,331.52",70909.00,"36,813.66","49,555.78",822.83,518.49,499.58,171.83,145.08,
3/22/2014,"37,012.84","1,338.85",72565.00,"33,461.57","46,419.98",822.83,587.00,563.69,174.56,147.63,
3/29/2014,"37,697.93",937.64,73440.00,"34,868.67","47,260.88",822.83,678.85,657.09,177.81,150.86,
4/5/2014,"37,386.29","1,303.77",73535.00,"35,133.25","47,617.56",822.83,703.60,682.11,181.43,153.51,
4/12/2014,"35,019.25","1,172.31",74880.00,"32,095.59","45,719.55",822.83,665.98,643.73,187.56,160.19,
4/19/2014,"33,941.91",996.67,75906.00,"31,553.86","45,525.98",822.83,676.65,656.63,195.86,167.94,
4/26/2014,"32,801.94",915.54,76377.00,"30,655.21","44,008.70",822.83,682.20,661.11,200.03,174.63,
5/3/2014,"36,418.81",793.05,75735.00,"32,905.97","45,225.05",822.83,687.10,665.70,203.01,179.26,
5/10/2014,"35,051.80",904.57,74692.00,"32,550.01","44,920.46",792.95,635.40,613.99,207.46,181.95,
5/17/2014,"35,911.54","1,050.26",75878.00,"33,323.03","45,574.84",822.83,651.79,632.28,210.93,185.68,
5/24/2014,"34,814.60",832.22,75872.00,"31,493.75","44,244.13",822.83,684.68,663.02,215.80,192.29,
5/31/2014,"34,562.12",578.98,75557.00,"31,576.55","44,911.06",817.05,701.45,681.36,218.78,194.56,
6/7/2014,"35,121.42",351.35,75562.00,"31,138.95","44,422.40",577.65,601.13,581.32,222.93,196.04,
6/14/2014,"33,650.84",367.51,75052.00,"31,097.38","44,146.36",299.27,461.10,439.54,218.70,195.13,
6/21/2014,"33,890.52",411.26,74285.00,"31,061.59","44,613.59",384.12,511.92,492.23,223.04,201.57,
6/28/2014,"34,208.03",340.85,73368.00,"31,422.02","45,118.75",435.93,527.31,510.21,224.71,202.97,
7/5/2014,"34,107.48",546.69,72092.00,"31,475.06","43,906.84",368.53,489.96,469.36,228.33,205.68,
7/12/2014,"33,974.19",670.52,71038.00,"31,465.85","44,151.22",545.13,553.11,537.85,229.93,207.43,
7/19/2014,"34,034.57",710.16,69915.00,"30,765.40","44,404.01",651.08,631.14,616.53,232.36,210.92,
7/26/2014,"33,639.62",584.08,69645.00,"31,021.06","43,338.83",715.19,622.89,607.29,234.52,212.89,
8/2/2014,"34,438.91",824.51,68434.00,"31,618.34","43,772.02",581.9,616.06,597.82,238.45,216.43,
8/9/2014,"34,473.54",669.74,66602.00,"32,135.82","44,819.66",809.43,645.10,630.45,242.98,220.97,
8/16/2014,"34,697.58",703.07,64512.00,"31,483.87","44,256.88",649.96,597.80,582.18,245.93,223.57,
8/23/2014,"35,376.89",700.62,62111.00,"32,276.28","45,101.40",697.22,616.27,600.63,248.21,226.03,
8/30/2014,"35,258.82",720,59727.00,"32,354.50","44,989.48",695.03,623.85,609.01,249.95,229.25,
9/6/2014,"35,558.13",693.97,57382.00,"32,038.97","45,512.41",728.81,611.18,595.70,185.45,165.93,
9/13/2014,"36,442.99",759.97,54289.00,"33,570.00","45,069.79",703.31,618.42,601.45,187.27,167.65,
9/20/2014,"36,073.26",731.59,51818.00,"33,423.22","44,808.67",770.63,645.61,628.27,191.05,170.91,
9/27/2014,"36,678.61",664.12,50310.00,"33,497.32","45,631.86",745.91,632.53,615.66,190.92,170.43,
10/4/2014,"35,310.24",693.49,47940.00,"33,412.01","46,004.24",671.68,621.84,607.15,191.62,172.25,
10/11/2014,"39,047.15",802.38,44463.00,"36,383.90","49,026.24",697.51,590.98,578.07,194.30,173.72,
10/18/2014,"37,273.34",852.7,41031.00,"34,312.45","44,830.04",808.68,627.79,612.98,196.12,175.26,
10/25/2014,"36,258.79",890.12,38104.00,"34,888.13","45,820.29",822.83,639.46,623.30,197.60,176.57,
11/1/2014,"37,879.19","1,009.82",35350.00,"34,692.39","46,559.57",822.83,639.02,621.82,198.51,178.21,
11/8/2014,"36,781.88","1,092.07",33484.00,"34,856.52","45,430.34",822.83,566.11,545.72,198.72,178.98,
11/15/2014,"34,518.96","1,125.91",32102.00,"32,839.12","44,624.44",822.83,578.45,560.96,200.44,180.35,
11/22/2014,"37,179.35","1,048.14",30928.00,"35,691.20","45,037.45",822.83,585.15,567.15,199.92,181.16,
11/29/2014,"36,612.65",549.83,32847.00,"35,754.50","45,728.97",822.83,578.12,560.83,201.72,181.74,
12/6/2014,"36,904.22",659.76,32682.00,"36,869.93","45,434.12",548.75,406.57,391.52,201.59,182.45,
12/13/2014,"36,380.57",645.29,34904.00,"36,353.96","45,078.38",676.22,401.39,383.01,203.12,183.78,
12/20/2014,"34,043.04",656.71,38306.00,"34,946.31","43,131.97",658.05,387.11,371.57,203.08,183.57,
12/27/2014,"34,907.69",529.36,39661.00,"33,799.27","43,192.32",658.73,385.98,368.05,202.73,183.47,
1/3/2015,"39,016.77",494.4,39578.00,"34,659.58","49,134.04",388.48,385.70,368.01,202.42,183.30,
1/10/2015,"42,603.03",917.57,37718.00,"38,525.65","51,294.54",388.48,384.46,366.24,203.13,184.51,
1/17/2015,"42,644.26","1,402.96",35326.00,"37,807.41","51,893.96",388.48,387.25,368.88,204.84,186.58,
1/24/2015,"40,352.74","1,445.61",34491.00,"35,667.94","49,278.58",388.48,394.00,377.82,205.73,187.46,
1/31/2015,"39,508.13","1,916.92",34187.00,"35,114.89","48,827.02",388.48,399.22,383.69,207.91,188.77,
2/7/2015,"39,290.81","2,158.57",36470.00,"35,776.03","49,706.19",388.48,400.28,384.94,210.56,191.17,
2/14/2015,"37,251.74","1,314.92",39392.00,"32,571.36","46,292.72",388.48,401.25,387.28,216.99,196.54,
2/21/2015,"40,638.60","1,606.42",41719.00,"35,057.38","48,999.01",388.48,401.24,388.04,221.51,201.24,
2/28/2015,"39,369.84","1,331.34",43296.00,"34,990.30","48,338.14",388.48,400.41,387.41,225.05,205.92,
3/7/2015,"38,599.30","1,256.26",46238.00,"34,986.85","46,541.23",388.48,399.99,387.18,229.41,210.21,
3/14/2015,"38,187.67","1,130.44",50657.00,"35,263.32","46,851.75",388.48,400.20,387.49,232.90,213.52,
3/21/2015,"37,153.06","1,204.34",56171.00,"34,966.73","45,933.81",388.48,399.16,387.45,234.28,215.04,
3/28/2015,"36,828.93",863.46,59684.00,"34,519.61","46,775.14",388.48,398.59,386.14,233.25,214.92,
4/4/2015,"30,622.79",916.06,62852.00,"28,762.12","44,732.06",388.48,398.81,386.23,232.90,214.59,
4/11/2015,"36,750.84",949.64,64172.00,"35,709.88","45,237.00",388.48,397.23,385.06,231.63,213.19,
4/18/2015,"35,785.46",994.27,66344.00,"33,895.93","43,872.83",388.48,395.79,383.35,228.41,210.84,
4/25/2015,"33,572.67",981.29,68550.00,"32,639.52","43,385.37",388.48,393.18,382.52,226.73,209.26,
5/2/2015,"33,573.06",438.97,69815.00,"32,345.82","43,531.12",388.48,386.03,377.02,225.01,205.71,
5/9/2015,"33,205.81",412.51,72030.00,"32,987.31","42,953.34",388.48,376.26,368.65,222.69,203.83,
5/16/2015,"33,231.29",442.06,72607.00,"33,714.20","42,474.68",388.48,376.31,367.55,222.98,204.22,
5/23/2015,"34,322.70",472.23,72924.00,"33,657.44","43,577.74",388.48,372.71,363.05,224.43,205.22,
5/30/2015,"32,257.87",367.91,73873.00,"31,314.41","41,789.47",388.48,370.56,361.53,224.34,205.71,
6/6/2015,"33,231.16",379.34,74099.00,"32,755.42","43,144.26",375.81,357.33,350.00,222.87,204.85,
6/13/2015,"33,232.64",349.18,73670.00,"31,999.99","42,701.13",383.85,359.59,351.46,223.12,204.82,
6/20/2015,"31,770.63",361.45,73653.00,"30,777.67","41,443.35",360.54,352.36,342.95,221.24,202.68,
6/27/2015,"32,018.85",374.24,73165.00,"31,167.17","41,614.96",369.03,349.02,339.67,219.16,201.63,
7/4/2015,"32,132.47",315.48,74155.00,"32,649.08","41,771.32",378.01,343.64,335.89,218.60,200.21,
7/11/2015,"33,291.58",230.62,75452.00,"31,481.41","42,322.05",317.79,270.51,262.95,208.76,192.86,
7/18/2015,"32,926.80",176.96,76081.00,"30,525.82","41,960.52",231.65,237.27,230.76,200.30,183.48,
7/25/2015,"33,121.04",171.13,76088.00,"30,518.23","42,484.07",172.69,178.67,170.13,190.21,172.38,
8/1/2015,"33,764.09",111.57,75262.00,"30,561.81","42,839.01",178.63,177.57,168.38,188.45,171.47,
8/8/2015,"33,853.06",120.99,73830.00,"30,794.61","42,450.20",118.81,182.18,172.23,186.09,170.17,
8/15/2015,"34,437.77",126.93,72031.00,"31,947.81","43,355.60",129.52,189.35,182.91,187.21,171.15,
8/22/2015,"34,264.64",129.37,70163.00,"31,580.34","42,365.41",136.94,200.66,194.20,187.14,171.13,
8/29/2015,"34,494.34",260.37,68328.00,"31,870.08","42,727.11",139.91,202.86,195.31,187.51,170.73,
9/5/2015,"33,176.66",227.15,68023.00,"30,873.72","42,348.26",274.98,246.68,238.58,188.79,172.57,
9/12/2015,"35,002.73",182.68,68821.00,"32,127.21","45,321.50",245.97,216.09,206.10,178.80,162.28,
9/19/2015,"37,623.01",203.36,66759.00,"33,447.98","47,548.12",199.89,194.15,183.73,177.30,161.32,
9/26/2015,"36,539.92",191.07,65035.00,"33,507.29","45,343.16",222.23,193.51,182.94,177.84,161.41,
10/3/2015,"36,233.91",202.38,62698.00,"34,817.60","44,828.10",206.68,190.20,176.47,176.75,160.42,
10/10/2015,"36,654.76",189.49,60637.00,"34,509.91","48,330.11",217.18,189.02,175.20,176.87,159.95,
10/17/2015,"37,643.60",190.86,57980.00,"35,986.27","47,122.14",205.67,185.22,170.42,175.36,159.26,
10/24/2015,"35,881.76",204.17,56481.00,"34,286.31","43,907.71",207.24,182.25,168.30,174.49,158.48,
10/31/2015,"35,519.71",234.6,55956.00,"34,222.33","44,899.79",214.83,182.70,168.76,174.56,158.34,
11/7/2015,"37,101.60",190.84,55522.00,"36,968.20","46,902.21",245.3,186.36,171.50,174.34,158.10,
11/14/2015,"37,063.95",175.48,54803.00,"37,121.38","46,366.56",208.17,186.49,171.83,173.56,157.61,
11/21/2015,"36,116.59",177.83,55961.00,"35,805.30","44,258.27",188.81,186.64,171.06,173.62,157.25,
11/28/2015,"36,199.00",124.48,56592.00,"36,789.38","43,839.29",199.57,183.92,168.94,172.25,155.51,
12/5/2015,"36,502.18",111.01,57849.00,"36,620.35","44,932.67",149.49,171.93,156.76,167.94,152.35,
12/12/2015,"38,243.43",92.18,58440.00,"37,097.14","46,886.24",134.33,150.85,133.85,164.52,148.70,
12/19/2015,"36,028.34",116.49,59375.00,"34,227.80","43,472.05",110.1,135.20,118.02,162.70,146.17,
12/26/2015,"34,442.57",27.8,60871.00,"32,743.57","41,150.64",140.15,134.44,118.99,162.15,146.24,
1/2/2016,"36,262.41",20.64,63159.00,"35,785.77","45,110.88",50.59,125.60,107.85,157.51,142.36,
1/9/2016,"38,241.69",12.6,69300.00,"38,525.10","45,027.40",46.02,120.26,100.26,154.63,138.20,
1/16/2016,"35,317.60",9.66,81960.00,"38,347.12","42,128.36",35.76,103.47,84.23,150.65,134.61,
1/23/2016,"37,653.75",6.07,88371.00,"39,777.91","47,004.75",30.25,81.87,62.18,148.08,130.12,
1/30/2016,"39,947.08",2.62,93389.00,"38,433.50","49,164.70",30.25,76.99,58.22,146.04,128.07,
2/6/2016,"37,904.37",0.08,96486.00,"36,733.09","47,748.20",30.25,72.79,56.91,139.70,122.95,
2/13/2016,"40,019.34",1.19,99904.00,"38,213.38","48,767.41",30.25,71.16,56.47,137.52,121.07,
2/20/2016,"39,744.58",1.79,102632.00,"39,174.77","47,850.91",30.25,73.00,58.78,137.30,120.74,
2/27/2016,"38,511.05",21.69,105403.00,"37,902.52","45,786.17",30.25,73.46,59.85,136.54,121.76,
3/5/2016,"38,999.41",37.16,110020.00,"36,863.02","47,616.31",32.16,71.30,58.36,136.77,121.38,
3/12/2016,"37,932.76",19.64,114421.00,"36,974.51","45,945.98",51.93,77.11,63.50,137.15,121.92,
3/19/2016,"38,035.77",15.02,116221.00,"36,731.73","47,868.10",30.58,76.17,62.63,137.51,121.93,
3/26/2016,"38,777.47",29.15,118714.00,"35,980.77","47,366.14",30.25,74.13,60.31,138.12,121.18,
4/2/2016,"15,731.42",32.83,119071.00,"14,786.94","46,583.72",41.82,73.87,60.00,138.85,120.91,
4/9/2016,"11,739.76",37.5,118657.00,"10,663.18","47,502.74",43.13,81.27,65.20,139.61,121.15,
4/16/2016,"38,158.50",39.62,117684.00,"35,274.35","47,629.02",47.79,83.31,67.35,140.79,121.43,
4/23/2016,"36,427.62",40.08,117281.00,"33,696.66","46,905.55",51.45,95.62,80.14,142.93,122.45,
4/30/2016,"33,405.35",64.74,116879.00,"33,910.21","41,971.93",51.03,100.50,85.49,144.20,123.19,
5/7/2016,"35,289.83",57.33,115747.00,"35,604.53","43,345.86",86.45,102.44,87.35,146.71,125.07,
5/14/2016,"34,302.70",54.01,114959.00,"36,213.71","41,979.64",80.39,99.13,83.24,148.66,126.35,
5/21/2016,"33,233.74",51.82,115918.00,"33,490.01","41,920.29",74.51,97.49,81.17,154.76,128.66,
5/28/2016,"34,498.93",40.07,115358.00,"35,086.62","43,200.57",73.31,96.62,79.15,160.10,130.02,
6/4/2016,"34,311.50",38.24,115668.00,"36,822.34","41,806.76",59.68,92.23,74.66,166.87,131.61,
6/11/2016,"32,141.13",36.58,115701.00,"34,528.86","41,621.12",59.54,97.77,79.70,170.49,131.19,
6/18/2016,"32,748.76",36.15,114822.00,"33,672.73","41,527.88",58.29,91.49,73.94,172.87,131.43,
6/25/2016,"32,544.78",47.98,113980.00,"33,090.75","41,173.04",56.8,93.02,74.47,175.42,131.32,
7/2/2016,"33,168.65",54.12,112287.00,"34,146.49","41,898.78",72.94,98.43,80.06,175.52,131.83,
7/9/2016,"33,782.77",57.57,109592.00,"34,771.96","42,713.75",82.14,111.01,92.62,179.79,134.04,
7/16/2016,"33,008.29",52.33,107620.00,"32,787.69","41,524.98",86.22,137.26,119.33,185.18,138.49,
7/23/2016,"33,551.03",50.46,105192.00,"33,345.50","42,616.30",79.96,140.14,122.12,190.32,143.45,
7/30/2016,"33,534.18",93.29,102650.00,"34,377.59","41,886.94",77.36,142.60,122.72,192.27,148.63,
8/6/2016,"34,132.79",92.53,99832.00,"35,085.66","41,934.50",117.58,175.21,157.80,194.43,150.90,
8/13/2016,"34,594.33",89.79,96424.00,"35,882.52","43,201.79",117.44,209.57,185.48,198.05,154.15,
8/20/2016,"33,771.02",70.4,94824.00,"33,271.94","42,370.62",115.63,205.48,184.76,201.02,158.22,
8/27/2016,"34,818.10",128.02,92780.00,"33,576.33","43,329.45",94.51,196.31,176.21,199.02,159.70,
